"","tract_name","pop_total","pop_total_25plus","median_household_income","pop_white","pop_black","pop_amerindian","pop_asian","pop_nativehawaii","pop_otherrace","pop_tworaces","pop_hispanic","mhinc_2544ages","mhinc_4465ages","fips_state_code","fips_county_code","tract","mhinc","pct_popam","pct_popas","pct_pophi","pct_popbl","pct_popwh","pct_pophp","pct_poptr","pct_popothr","pocrace","race_brks_nonwhiteasian","inc_brks"
"3637","Census Tract 91.10, San Bernardino County, California",17916,9924,65207,2856,3267,0,1252,0,0,756,9785,60458,73750,6,71,"009110",134208,0,7,54.6,18.2,15.9,0,4.2,0,72.8,"60-79%","$100-149k"
"3638","Census Tract 99.04, San Bernardino County, California",12885,6326,31963,2274,1797,69,290,44,0,292,8119,38281,31833,6,71,"009904",70114,0.5,2.3,63,13.9,17.6,0.3,2.3,0,77.4,"60-79%","$50-74k"
"3639","Census Tract 99.05, San Bernardino County, California",7421,4316,47361,1702,992,0,230,70,0,199,4228,33365,60625,6,71,"009905",93990,0,3.1,57,13.4,22.9,0.9,2.7,0,70.4,"60-79%","$75-99k"
"3640","Census Tract 91.17, San Bernardino County, California",7936,4912,33464,1921,983,0,49,105,0,149,4729,33650,36027,6,71,"009117",69677,0,0.6,59.6,12.4,24.2,1.3,1.9,0,72,"60-79%","$50-74k"
"3641","Census Tract 121.04, San Bernardino County, California",4760,3500,61402,3331,316,72,0,0,0,69,972,60521,66060,6,71,"012104",126581,1.5,0,20.4,6.6,70,0,1.4,0,28.5,"20-39%","$100-149k"
"3642","Census Tract 87.09, San Bernardino County, California",3787,2633,36250,2293,16,0,63,0,0,23,1392,45671,36172,6,71,"008709",81843,0,1.7,36.8,0.4,60.5,0,0.6,0,37.2,"20-39%","$75-99k"
"3643","Census Tract 104.24, San Bernardino County, California",1953,1559,32869,1592,22,25,0,0,0,65,249,NA,26780,6,71,"010424",NA,1.3,0,12.7,1.1,81.5,0,3.3,0,15.1,"0-19%",NA
"3644","Census Tract 114.04, San Bernardino County, California",4165,2989,61080,3247,67,8,27,0,8,119,689,68542,59598,6,71,"011404",128140,0.2,0.6,16.5,1.6,78,0,2.9,0.2,18.3,"0-19%","$100-149k"
"3645","Census Tract 112.06, San Bernardino County, California",1044,734,53466,656,38,0,0,0,0,14,336,52596,49444,6,71,"011206",102040,0,0,32.2,3.6,62.8,0,1.3,0,35.8,"20-39%","$100-149k"
"3646","Census Tract 251, San Bernardino County, California",1351,1023,29643,492,35,476,30,0,14,48,256,35833,26094,6,71,"025100",61927,35.2,2.2,18.9,2.6,36.4,0,3.6,1,56.7,"40-59%","$50-74k"
"3647","Census Tract 125, San Bernardino County, California",5008,2884,30843,295,62,0,0,0,0,0,4651,30656,40375,6,71,"012500",71031,0,0,92.9,1.2,5.9,0,0,0,94.1,"90-100%","$50-74k"
"3648","Census Tract 124, San Bernardino County, California",3342,1898,36890,405,139,0,41,0,0,62,2695,38077,60833,6,71,"012400",98910,0,1.2,80.6,4.2,12.1,0,1.9,0,84.8,"80-89%","$75-99k"
"3649","Census Tract 5043.22, Santa Clara County, California",5470,4085,127670,782,364,0,3761,0,0,105,458,142292,88811,6,85,"504322",231103,0,68.8,8.4,6.7,14.3,0,1.9,0,15.1,"0-19%","$200k+"
"3650","Census Tract 5119.15, Santa Clara County, California",3585,2232,66667,1400,206,0,439,0,8,81,1451,76625,74265,6,85,"511915",150890,0,12.2,40.5,5.7,39.1,0,2.3,0.2,46.2,"40-59%","$150-199k"
"3651","Census Tract 5043.23, Santa Clara County, California",6233,4516,99577,534,55,45,4503,39,0,123,934,118026,107361,6,85,"504323",225387,0.7,72.2,15,0.9,8.6,0.6,2,0,16.6,"0-19%","$200k+"
"3652","Census Tract 5039.02, Santa Clara County, California",5846,3549,69286,635,37,11,1154,0,27,48,3934,74215,85114,6,85,"503902",159329,0.2,19.7,67.3,0.6,10.9,0,0.8,0.5,68.1,"60-79%","$150-199k"
"3653","Census Tract 5033.30, Santa Clara County, California",8700,5388,186767,853,0,34,6837,0,0,102,874,181429,219375,6,85,"503330",400804,0.4,78.6,10,0,9.8,0,1.2,0,10.4,"0-19%","$200k+"
"3654","Census Tract 5039.03, Santa Clara County, California",3523,2407,81818,342,67,3,1430,0,0,26,1655,86875,92750,6,85,"503903",179625,0.1,40.6,47,1.9,9.7,0,0.7,0,49,"40-59%","$150-199k"
"3655","Census Tract 5033.29, Santa Clara County, California",3816,2500,180375,369,104,16,2738,21,0,95,473,205050,176458,6,85,"503329",381508,0.4,71.8,12.4,2.7,9.7,0.6,2.5,0,15.5,"0-19%","$200k+"
"3656","Census Tract 5037.13, Santa Clara County, California",3165,2212,32031,167,70,0,969,59,0,87,1813,62143,NA,6,85,"503713",NA,0,30.6,57.3,2.2,5.3,1.9,2.7,0,59.5,"40-59%",NA
"3657","Census Tract 5120.43, Santa Clara County, California",6712,3766,51033,684,271,0,1113,1,0,129,4514,49688,74792,6,85,"512043",124480,0,16.6,67.3,4,10.2,0,1.9,0,71.3,"60-79%","$100-149k"
"3658","Census Tract 5033.37, Santa Clara County, California",3641,2485,84821,363,122,58,2207,17,5,68,801,106023,81000,6,85,"503337",187023,1.6,60.6,22,3.4,10,0.5,1.9,0.1,27,"20-39%","$150-199k"
"3659","Census Tract 81.22, Sacramento County, California",3481,2470,64005,2677,55,35,215,0,0,30,469,62888,87371,6,67,"008122",150259,1,6.2,13.5,1.6,76.9,0,0.9,0,16.1,"0-19%","$150-199k"
"3660","Census Tract 81.40, Sacramento County, California",3178,2344,60882,2530,128,9,125,0,0,159,227,62500,77125,6,67,"008140",139625,0.3,3.9,7.1,4,79.6,0,5,0,11.4,"0-19%","$100-149k"
"3661","Census Tract 82.09, Sacramento County, California",4090,3172,84479,3163,126,0,248,0,42,75,436,62891,123250,6,67,"008209",186141,0,6.1,10.7,3.1,77.3,0,1.8,1,13.8,"0-19%","$150-199k"
"3662","Census Tract 84.02, Sacramento County, California",5704,3720,79412,4129,46,104,206,77,0,282,860,80625,117750,6,67,"008402",198375,1.8,3.6,15.1,0.8,72.4,1.3,4.9,0,17.7,"0-19%","$150-199k"
"3663","Census Tract 91.11, Sacramento County, California",5507,3711,58264,2643,615,15,845,0,28,355,1006,52455,67670,6,67,"009111",120125,0.3,15.3,18.3,11.2,48,0,6.4,0.5,29.8,"20-39%","$100-149k"
"3664","Census Tract 93.08, Sacramento County, California",6344,4012,66744,4019,88,0,412,0,0,259,1566,74744,70147,6,67,"009308",144891,0,6.5,24.7,1.4,63.4,0,4.1,0,26.1,"20-39%","$100-149k"
"3665","Census Tract 464.02, Riverside County, California",5121,3315,39821,2391,149,23,94,0,0,58,2406,36319,41750,6,65,"046402",78069,0.4,1.8,47,2.9,46.7,0,1.1,0,50.3,"40-59%","$75-99k"
"3666","Census Tract 459, Riverside County, California",1484,944,43882,521,58,0,20,0,0,23,862,73594,38516,6,65,"045900",112110,0,1.3,58.1,3.9,35.1,0,1.5,0,62,"60-79%","$100-149k"
"3667","Census Tract 461.02, Riverside County, California",1725,1070,21000,299,242,0,20,0,7,9,1148,35368,21300,6,65,"046102",56668,0,1.2,66.6,14,17.3,0,0.5,0.4,80.6,"80-89%","$50-74k"
"3668","Census Tract 464.01, Riverside County, California",3717,2644,65256,2135,159,0,136,0,10,0,1277,67857,73036,6,65,"046401",140893,0,3.7,34.4,4.3,57.4,0,0,0.3,38.7,"20-39%","$100-149k"
"3669","Census Tract 414.12, Riverside County, California",4958,3107,60873,1157,221,0,496,0,0,173,2911,95417,53077,6,65,"041412",148494,0,10,58.7,4.5,23.3,0,3.5,0,63.2,"60-79%","$100-149k"
"3670","Census Tract 418.07, Riverside County, California",2353,1632,73323,1027,51,0,133,0,22,36,1084,93393,76375,6,65,"041807",169768,0,5.7,46.1,2.2,43.6,0,1.5,0.9,48.3,"40-59%","$150-199k"
"3671","Census Tract 5033.13, Santa Clara County, California",4648,3042,159000,724,83,0,2498,182,0,118,1043,202260,159286,6,85,"503313",361546,0,53.7,22.4,1.8,15.6,3.9,2.5,0,24.2,"20-39%","$200k+"
"3672","Census Tract 5033.22, Santa Clara County, California",4420,3058,112500,534,146,0,2028,13,0,100,1599,128636,126429,6,85,"503322",255065,0,45.9,36.2,3.3,12.1,0.3,2.3,0,39.5,"20-39%","$200k+"
"3673","Census Tract 4002.06, Los Angeles County, California",5318,3667,123622,2901,159,0,903,0,0,131,1224,141518,150286,6,37,"400206",291804,0,17,23,3,54.6,0,2.5,0,26,"20-39%","$200k+"
"3674","Census Tract 4019.02, Los Angeles County, California",5961,4531,82790,3414,498,65,462,0,34,176,1312,85813,101339,6,37,"401902",187152,1.1,7.8,22,8.4,57.3,0,3,0.6,31.5,"20-39%","$150-199k"
"3675","Census Tract 4035, Los Angeles County, California",1909,1317,106667,385,51,0,751,0,27,47,648,153125,121250,6,37,"403500",274375,0,39.3,33.9,2.7,20.2,0,2.5,1.4,36.6,"20-39%","$200k+"
"3676","Census Tract 5550.02, Los Angeles County, California",3226,2099,69246,925,221,0,457,0,0,75,1548,87202,66042,6,37,"555002",153244,0,14.2,48,6.9,28.7,0,2.3,0,54.9,"40-59%","$150-199k"
"3677","Census Tract 5723.01, Los Angeles County, California",4216,2668,62450,210,341,0,803,65,0,110,2687,60050,71464,6,37,"572301",131514,0,19,63.7,8.1,5,1.5,2.6,0,71.8,"60-79%","$100-149k"
"3678","Census Tract 5751.02, Los Angeles County, California",4142,2279,31095,356,325,0,892,0,0,74,2495,26250,34375,6,37,"575102",60625,0,21.5,60.2,7.8,8.6,0,1.8,0,68,"60-79%","$50-74k"
"3679","Census Tract 6009.11, Los Angeles County, California",3345,2347,56875,277,948,0,33,0,9,78,2000,52019,57500,6,37,"600911",109519,0,1,59.8,28.3,8.3,0,2.3,0.3,88.1,"80-89%","$100-149k"
"3680","Census Tract 6036, Los Angeles County, California",4294,3123,67365,1256,320,0,1209,0,22,100,1387,73214,90294,6,37,"603600",163508,0,28.2,32.3,7.5,29.3,0,2.3,0.5,39.8,"20-39%","$150-199k"
"3681","Census Tract 6210.02, Los Angeles County, California",935,786,101500,816,30,0,59,0,7,6,17,103000,103333,6,37,"621002",206333,0,6.3,1.8,3.2,87.3,0,0.6,0.7,5,"0-19%","$200k+"
"3682","Census Tract 7004, Los Angeles County, California",5375,4970,81556,4152,195,0,302,0,61,231,434,101518,100901,6,37,"700400",202419,0,5.6,8.1,3.6,77.2,0,4.3,1.1,11.7,"0-19%","$200k+"
"3683","Census Tract 7025.01, Los Angeles County, California",4624,3564,88092,2790,190,0,518,0,0,245,881,128250,86618,6,37,"702501",214868,0,11.2,19.1,4.1,60.3,0,5.3,0,23.2,"20-39%","$200k+"
"3684","Census Tract 9007.05, Los Angeles County, California",3960,2683,41845,1651,413,73,98,0,0,230,1495,47917,45321,6,37,"900705",93238,1.8,2.5,37.8,10.4,41.7,0,5.8,0,50,"40-59%","$75-99k"
"3685","Census Tract 4631.02, Los Angeles County, California",3970,2643,93934,903,48,0,1242,8,20,108,1641,106384,77014,6,37,"463102",183398,0,31.3,41.3,1.2,22.7,0.2,2.7,0.5,42.5,"40-59%","$150-199k"
"3686","Census Tract 4824.02, Los Angeles County, California",7241,5294,54590,351,0,0,4135,0,2,62,2691,54877,71680,6,37,"482402",126557,0,57.1,37.2,0,4.8,0,0.9,0,37.2,"20-39%","$100-149k"
"3687","Census Tract 5334.01, Los Angeles County, California",5590,3241,51114,0,8,0,7,0,0,6,5569,45625,68333,6,37,"533401",113958,0,0.1,99.6,0.1,0,0,0.1,0,99.7,"90-100%","$100-149k"
"3688","Census Tract 5343.01, Los Angeles County, California",4574,2632,43750,96,0,0,50,0,0,16,4412,42750,56071,6,37,"534301",98821,0,1.1,96.5,0,2.1,0,0.3,0,96.5,"90-100%","$75-99k"
"3689","Census Tract 5420, Los Angeles County, California",5008,2800,44957,50,1221,0,59,0,0,0,3678,42328,53381,6,37,"542000",95709,0,1.2,73.4,24.4,1,0,0,0,97.8,"90-100%","$75-99k"
"3690","Census Tract 2612, Los Angeles County, California",4209,3123,164844,3523,8,0,450,0,0,53,175,250001,148125,6,37,"261200",398126,0,10.7,4.2,0.2,83.7,0,1.3,0,4.4,"0-19%","$200k+"
"3691","Census Tract 2291, Los Angeles County, California",5108,2884,43914,53,335,6,0,0,0,19,4695,40083,69500,6,37,"229100",109583,0.1,0,91.9,6.6,1,0,0.4,0,98.6,"90-100%","$100-149k"
"3692","Census Tract 2711, Los Angeles County, California",2456,1793,89688,1182,52,0,628,0,23,96,475,103203,111875,6,37,"271100",215078,0,25.6,19.3,2.1,48.1,0,3.9,0.9,21.4,"20-39%","$200k+"
"3693","Census Tract 2753.11, Los Angeles County, California",5851,4550,86031,2362,80,0,1297,0,40,208,1864,83648,94187,6,37,"275311",177835,0,22.2,31.9,1.4,40.4,0,3.6,0.7,33.3,"20-39%","$150-199k"
"3694","Census Tract 4821.02, Los Angeles County, California",3017,2331,70841,203,52,11,1592,0,0,88,1071,75313,72105,6,37,"482102",147418,0.4,52.8,35.5,1.7,6.7,0,2.9,0,37.6,"20-39%","$100-149k"
"3695","Census Tract 4641, Los Angeles County, California",7370,5272,165921,2601,54,0,3502,41,0,183,989,149093,237567,6,37,"464100",386660,0,47.5,13.4,0.7,35.3,0.6,2.5,0,14.1,"0-19%","$200k+"
"3696","Census Tract 4814.02, Los Angeles County, California",7304,5284,54290,366,8,0,5046,0,0,99,1785,88846,60221,6,37,"481402",149067,0,69.1,24.4,0.1,5,0,1.4,0,24.5,"20-39%","$100-149k"
"3697","Census Tract 4828, Los Angeles County, California",4467,3236,65809,214,0,40,2081,22,12,120,1978,87581,79648,6,37,"482800",167229,0.9,46.6,44.3,0,4.8,0.5,2.7,0.3,45.2,"40-59%","$150-199k"
"3698","Census Tract 5032.01, Los Angeles County, California",4311,2829,79583,992,115,0,206,0,0,40,2958,109188,95529,6,37,"503201",204717,0,4.8,68.6,2.7,23,0,0.9,0,71.3,"60-79%","$200k+"
"3699","Census Tract 6510.01, Los Angeles County, California",5923,4042,93048,2077,151,0,1703,17,0,211,1764,82230,106510,6,37,"651001",188740,0,28.8,29.8,2.5,35.1,0.3,3.6,0,32.3,"20-39%","$150-199k"
"3700","Census Tract 6704.11, Los Angeles County, California",4430,3124,121357,2700,61,0,1163,79,0,179,248,142930,156250,6,37,"670411",299180,0,26.3,5.6,1.4,60.9,1.8,4,0,7,"0-19%","$200k+"
"3701","Census Tract 7010, Los Angeles County, California",5596,4279,122083,4433,79,14,469,0,27,230,344,108750,132589,6,37,"701000",241339,0.3,8.4,6.1,1.4,79.2,0,4.1,0.5,7.8,"0-19%","$200k+"
"3702","Census Tract 7029.01, Los Angeles County, California",9691,8243,106612,6751,653,0,892,0,198,274,923,118017,101835,6,37,"702901",219852,0,9.2,9.5,6.7,69.7,0,2.8,2,16.2,"0-19%","$200k+"
"3703","Census Tract 2733, Los Angeles County, California",3273,2426,68802,1804,390,21,69,0,31,83,875,82292,66875,6,37,"273300",149167,0.6,2.1,26.7,11.9,55.1,0,2.5,0.9,39.2,"20-39%","$100-149k"
"3704","Census Tract 2736, Los Angeles County, California",2333,1899,120938,1809,94,0,71,15,8,39,297,137300,116950,6,37,"273600",254250,0,3,12.7,4,77.5,0.6,1.7,0.3,16.7,"0-19%","$200k+"
"3705","Census Tract 2741, Los Angeles County, California",4298,3297,106968,2841,711,0,323,0,69,90,264,106042,147132,6,37,"274100",253174,0,7.5,6.1,16.5,66.1,0,2.1,1.6,22.6,"20-39%","$200k+"
"3706","Census Tract 2770, Los Angeles County, California",5422,4180,142688,3815,113,0,747,0,32,153,562,188224,152321,6,37,"277000",340545,0,13.8,10.4,2.1,70.4,0,2.8,0.6,12.5,"0-19%","$200k+"
"3707","Census Tract 2911.30, Los Angeles County, California",3533,2362,55956,163,605,0,377,0,34,21,2333,41515,62841,6,37,"291130",104356,0,10.7,66,17.1,4.6,0,0.6,1,83.1,"80-89%","$100-149k"
"3708","Census Tract 2912.20, Los Angeles County, California",3769,2436,50642,193,245,0,638,0,0,12,2681,35781,58477,6,37,"291220",94258,0,16.9,71.1,6.5,5.1,0,0.3,0,77.6,"60-79%","$75-99k"
"3709","Census Tract 2944.10, Los Angeles County, California",5048,2716,44464,539,1228,0,781,238,0,292,1970,45686,44421,6,37,"294410",90107,0,15.5,39,24.3,10.7,4.7,5.8,0,63.3,"60-79%","$75-99k"
"3710","Census Tract 2962.10, Los Angeles County, California",3161,1861,30875,141,295,0,23,0,14,39,2649,28839,43793,6,37,"296210",72632,0,0.7,83.8,9.3,4.5,0,1.2,0.4,93.1,"90-100%","$50-74k"
"3711","Census Tract 1341.03, Los Angeles County, California",4445,3316,68412,1322,242,3,648,63,0,0,2167,62143,71100,6,37,"134103",133243,0.1,14.6,48.8,5.4,29.7,1.4,0,0,54.3,"40-59%","$100-149k"
"3712","Census Tract 4329.02, Los Angeles County, California",3469,2514,64844,298,9,0,1810,32,9,35,1276,91731,72411,6,37,"432902",164142,0,52.2,36.8,0.3,8.6,0.9,1,0.3,37.1,"20-39%","$150-199k"
"3713","Census Tract 4336.02, Los Angeles County, California",2934,2057,34900,123,0,0,1994,0,0,0,817,34196,48958,6,37,"433602",83154,0,68,27.8,0,4.2,0,0,0,27.8,"20-39%","$75-99k"
"3714","Census Tract 1013, Los Angeles County, California",4285,3479,81076,3501,112,0,245,0,0,29,398,135968,78611,6,37,"101300",214579,0,5.7,9.3,2.6,81.7,0,0.7,0,11.9,"0-19%","$200k+"
"3715","Census Tract 9201.08, Los Angeles County, California",5244,3084,109674,2409,97,119,1537,68,17,302,695,114236,103929,6,37,"920108",218165,2.3,29.3,13.3,1.8,45.9,1.3,5.8,0.3,17.4,"0-19%","$200k+"
"3716","Census Tract 9201.12, Los Angeles County, California",4354,3081,102361,2546,328,0,349,0,0,181,950,190214,117279,6,37,"920112",307493,0,8,21.8,7.5,58.5,0,4.2,0,29.3,"20-39%","$200k+"
"3717","Census Tract 9203.26, Los Angeles County, California",6888,4791,103939,3662,290,0,1382,0,0,344,1210,125443,117454,6,37,"920326",242897,0,20.1,17.6,4.2,53.2,0,5,0,21.8,"20-39%","$200k+"
"3718","Census Tract 1033, Los Angeles County, California",3418,2632,94306,2780,9,10,238,0,37,145,199,119432,129792,6,37,"103300",249224,0.3,7,5.8,0.3,81.3,0,4.2,1.1,6.4,"0-19%","$200k+"
"3719","Census Tract 1044.01, Los Angeles County, California",3775,2268,70147,76,0,0,0,0,0,0,3699,57625,82250,6,37,"104401",139875,0,0,98,0,2,0,0,0,98,"90-100%","$100-149k"
"3720","Census Tract 1045, Los Angeles County, California",2984,1895,56875,32,0,0,5,0,0,4,2943,61161,63854,6,37,"104500",125015,0,0.2,98.6,0,1.1,0,0.1,0,98.6,"90-100%","$100-149k"
"3721","Census Tract 1070.20, Los Angeles County, California",5649,3463,80000,202,40,0,551,0,0,33,4823,95778,80275,6,37,"107020",176053,0,9.8,85.4,0.7,3.6,0,0.6,0,86.1,"80-89%","$150-199k"
"3722","Census Tract 5122, Santa Clara County, California",4239,3318,150729,3020,59,0,455,0,10,70,625,250001,152955,6,85,"512200",402956,0,10.7,14.7,1.4,71.2,0,1.7,0.2,16.1,"0-19%","$200k+"
"3723","Census Tract 5066.01, Santa Clara County, California",4556,3131,100815,1700,135,0,1643,20,12,175,871,134432,137679,6,85,"506601",272111,0,36.1,19.1,3,37.3,0.4,3.8,0.3,22.1,"20-39%","$200k+"
"3724","Census Tract 5067.01, Santa Clara County, California",3938,2779,140357,2093,0,0,992,24,0,172,657,199479,155694,6,85,"506701",355173,0,25.2,16.7,0,53.1,0.6,4.4,0,16.7,"0-19%","$200k+"
"3725","Census Tract 5067.02, Santa Clara County, California",6226,4093,118295,3384,145,56,1170,0,10,211,1250,141083,145717,6,85,"506702",286800,0.9,18.8,20.1,2.3,54.4,0,3.4,0.2,23.3,"20-39%","$200k+"
"3726","Census Tract 5068.03, Santa Clara County, California",7212,4813,140625,4422,21,0,1594,0,4,309,862,162422,155842,6,85,"506803",318264,0,22.1,12,0.3,61.3,0,4.3,0.1,12.3,"0-19%","$200k+"
"3727","Census Tract 5074.01, Santa Clara County, California",5726,4103,183594,1912,34,19,3455,0,10,185,111,250001,243750,6,85,"507401",493751,0.3,60.3,1.9,0.6,33.4,0,3.2,0.2,2.8,"0-19%","$200k+"
"3728","Census Tract 5086.02, Santa Clara County, California",4749,3663,122609,1973,124,23,1436,18,0,188,987,146615,104844,6,85,"508602",251459,0.5,30.2,20.8,2.6,41.5,0.4,4,0,23.9,"20-39%","$200k+"
"3729","Census Tract 5087.03, Santa Clara County, California",7748,5792,127125,2063,117,25,4206,0,35,323,979,152115,119571,6,85,"508703",271686,0.3,54.3,12.6,1.5,26.6,0,4.2,0.5,14.4,"0-19%","$200k+"
"3730","Census Tract 5088, Santa Clara County, California",3779,2897,121759,965,26,0,1421,1,0,113,1253,138631,105750,6,85,"508800",244381,0,37.6,33.2,0.7,25.5,0,3,0,33.9,"20-39%","$200k+"
"3731","Census Tract 5089, Santa Clara County, California",5312,3796,89792,990,113,0,1849,64,0,169,2127,105741,64607,6,85,"508900",170348,0,34.8,40,2.1,18.6,1.2,3.2,0,42.1,"40-59%","$150-199k"
"3732","Census Tract 5090, Santa Clara County, California",8031,5078,74286,2105,147,26,1762,87,0,221,3683,73261,87500,6,85,"509000",160761,0.3,21.9,45.9,1.8,26.2,1.1,2.8,0,48,"40-59%","$150-199k"
"3733","Census Tract 5119.10, Santa Clara County, California",3240,2111,186146,2146,120,7,688,0,0,169,110,250001,250001,6,85,"511910",500002,0.2,21.2,3.4,3.7,66.2,0,5.2,0,7.3,"0-19%","$200k+"
"3734","Census Tract 5091.07, Santa Clara County, California",5096,3549,114853,1696,54,0,2067,0,0,75,1204,133333,74125,6,85,"509107",207458,0,40.6,23.6,1.1,33.3,0,1.5,0,24.7,"20-39%","$200k+"
"3735","Census Tract 5093.03, Santa Clara County, California",3504,2608,74844,1547,143,0,926,0,0,155,733,121458,123500,6,85,"509303",244958,0,26.4,20.9,4.1,44.1,0,4.4,0,25,"20-39%","$200k+"
"3736","Census Tract 5101, Santa Clara County, California",3036,2130,163542,1997,0,42,733,0,18,128,118,250001,178790,6,85,"510100",428791,1.4,24.1,3.9,0,65.8,0,4.2,0.6,5.3,"0-19%","$200k+"
"3737","Census Tract 5119.11, Santa Clara County, California",4906,3762,125694,2830,413,25,1137,0,11,260,230,127361,161429,6,85,"511911",288790,0.5,23.2,4.7,8.4,57.7,0,5.3,0.2,13.6,"0-19%","$200k+"
"3738","Census Tract 5125.05, Santa Clara County, California",8159,4891,79635,2052,129,0,563,0,0,155,5260,55444,101234,6,85,"512505",156678,0,6.9,64.5,1.6,25.2,0,1.9,0,66.1,"60-79%","$150-199k"
"3739","Census Tract 5126.02, Santa Clara County, California",2568,1813,88690,1089,18,0,321,0,0,72,1068,87656,97917,6,85,"512602",185573,0,12.5,41.6,0.7,42.4,0,2.8,0,42.3,"40-59%","$150-199k"
"3740","Census Tract 5079.06, Santa Clara County, California",4489,3145,167607,1137,20,0,3227,0,0,49,56,250001,186548,6,85,"507906",436549,0,71.9,1.2,0.4,25.3,0,1.1,0,1.6,"0-19%","$200k+"
"3741","Census Tract 5068.04, Santa Clara County, California",3608,2398,148162,2372,14,0,817,17,0,145,243,211806,172143,6,85,"506804",383949,0,22.6,6.7,0.4,65.7,0.5,4,0,7.1,"0-19%","$200k+"
"3742","Census Tract 5073.01, Santa Clara County, California",6708,4967,159211,3105,0,64,2911,0,0,254,374,224674,210074,6,85,"507301",434748,1,43.4,5.6,0,46.3,0,3.8,0,6.6,"0-19%","$200k+"
"3743","Census Tract 5079.03, Santa Clara County, California",4950,3540,167574,1333,49,0,3285,0,0,131,152,250001,192639,6,85,"507903",442640,0,66.4,3.1,1,26.9,0,2.6,0,4.1,"0-19%","$200k+"
"3744","Census Tract 5081.02, Santa Clara County, California",3076,2168,148646,750,0,36,1976,74,0,128,112,149063,204063,6,85,"508102",353126,1.2,64.2,3.6,0,24.4,2.4,4.2,0,4.8,"0-19%","$200k+"
"3745","Census Tract 5084.01, Santa Clara County, California",7128,4837,163542,3268,34,0,3105,0,0,195,526,190586,171985,6,85,"508401",362571,0,43.6,7.4,0.5,45.8,0,2.7,0,7.9,"0-19%","$200k+"
"3746","Census Tract 5084.03, Santa Clara County, California",3165,2294,172321,1504,7,0,1224,0,0,308,122,207188,207222,6,85,"508403",414410,0,38.7,3.9,0.2,47.5,0,9.7,0,4.1,"0-19%","$200k+"
"3747","Census Tract 5085.03, Santa Clara County, California",7430,5165,127905,1812,27,0,4753,0,0,194,644,136289,176352,6,85,"508503",312641,0,64,8.7,0.4,24.4,0,2.6,0,9.1,"0-19%","$200k+"
"3748","Census Tract 5086.01, Santa Clara County, California",3892,2800,129813,1490,0,0,1301,0,0,308,793,180938,144583,6,85,"508601",325521,0,33.4,20.4,0,38.3,0,7.9,0,20.4,"20-39%","$200k+"
"3749","Census Tract 5091.02, Santa Clara County, California",4868,3911,147019,1253,94,0,2885,0,0,144,492,165455,111667,6,85,"509102",277122,0,59.3,10.1,1.9,25.7,0,3,0,12,"0-19%","$200k+"
"3750","Census Tract 5091.05, Santa Clara County, California",7115,5460,111843,2632,129,0,3007,0,30,173,1144,141172,109884,6,85,"509105",251056,0,42.3,16.1,1.8,37,0,2.4,0.4,17.9,"0-19%","$200k+"
"3751","Census Tract 5092.01, Santa Clara County, California",5032,4101,123875,2904,43,0,1384,0,17,261,423,172000,104730,6,85,"509201",276730,0,27.5,8.4,0.9,57.7,0,5.2,0.3,9.3,"0-19%","$200k+"
"3752","Census Tract 5100.02, Santa Clara County, California",3644,2610,212669,2113,24,0,1074,0,0,200,233,250001,250001,6,85,"510002",500002,0,29.5,6.4,0.7,58,0,5.5,0,7.1,"0-19%","$200k+"
"3753","Census Tract 5105, Santa Clara County, California",4864,3446,194464,3048,5,0,1346,0,0,334,131,250001,210893,6,85,"510500",460894,0,27.7,2.7,0.1,62.7,0,6.9,0,2.8,"0-19%","$200k+"
"3754","Census Tract 5109, Santa Clara County, California",5433,3724,131538,2898,33,0,2086,0,0,181,235,138229,218229,6,85,"510900",356458,0,38.4,4.3,0.6,53.3,0,3.3,0,4.9,"0-19%","$200k+"
"3755","Census Tract 32.01, Fresno County, California",5235,2871,41493,890,278,15,899,0,0,53,3100,42411,45114,6,19,"003201",87525,0.3,17.2,59.2,5.3,17,0,1,0,64.8,"60-79%","$75-99k"
"3756","Census Tract 55.04, Fresno County, California",3343,2087,91094,1929,11,0,685,0,0,127,591,97895,101964,6,19,"005504",199859,0,20.5,17.7,0.3,57.7,0,3.8,0,18,"0-19%","$150-199k"
"3757","Census Tract 45.06, Fresno County, California",3235,2510,78438,2222,67,59,251,0,0,77,559,88929,108571,6,19,"004506",197500,1.8,7.8,17.3,2.1,68.7,0,2.4,0,21.2,"20-39%","$150-199k"
"3758","Census Tract 50, Fresno County, California",4267,2775,49375,1829,379,0,3,0,39,64,1953,48555,67250,6,19,"005000",115805,0,0.1,45.8,8.9,42.9,0,1.5,0.9,54.7,"40-59%","$100-149k"
"3759","Census Tract 55.14, Fresno County, California",4070,2727,95734,2529,224,0,437,0,0,54,826,97398,125843,6,19,"005514",223241,0,10.7,20.3,5.5,62.1,0,1.3,0,25.8,"20-39%","$200k+"
"3760","Census Tract 64.02, Fresno County, California",3031,2308,73667,2296,17,350,22,7,15,104,220,97279,76696,6,19,"006402",173975,11.5,0.7,7.3,0.6,75.8,0.2,3.4,0.5,19.4,"0-19%","$150-199k"
"3761","Census Tract 70.02, Fresno County, California",4581,2667,34236,502,4,0,0,0,0,97,3978,38295,35600,6,19,"007002",73895,0,0,86.8,0.1,11,0,2.1,0,86.9,"80-89%","$50-74k"
